id,target
1,0.06913392099927936
2,0.03508707541431366
3,0.1574907259746049
4,0.09180401994265064
5,0.047061366041376264
6,0.10420128466966014
7,0.0870600004374389
8,0.025552552612753722
9,0.05634570162760045
10,0.033693306433092096
11,0.11942635831219336
12,0.04440882971609262
13,0.07036187760108092
14,0.12759928502064755
15,0.05881975031450232
16,0.030797133578469894
17,0.05188810186739881
18,0.04041713417983779
19,0.010480899325366356
20,0.036540642964731924
21,0.07003822081355913
22,0.04161524938416801
23,0.9980355980064158
24,0.06226912824712176
25,0.1036909978035791
26,0.062150214485810346
27,0.08514951373595471
28,0.04168590258766213
29,0.04251136666152317
30,0.09170525378704884
31,0.11606666628451498
32,0.07785226927289311
33,0.03141799220810471
34,0.06264674293634882
35,0.0781127355442013
36,0.11517380468016869
37,0.052607763618753425
38,0.09834478660311283
39,0.06840624831104535
40,0.08633730781104962
41,0.10232088493900603
42,0.1157818413632854
43,0.9926279447585968
44,0.059300109422825265
45,0.11947599705370014
46,0.04718703256950288
47,0.04828120011456818
48,0.025146342928841537
49,0.13467991503129886
50,0.069267147425082
51,0.04869336670089718
52,0.03768929186410068
53,0.026513977541713
54,0.08537969873655327
55,0.09283519340965367
56,0.06525798874299579
57,0.04624372297872768
58,0.0673718832552266
59,0.09224936880899194
60,0.06362364502926751
61,0.03495599971192567
62,0.07424299456817189
63,0.19087025628429125
64,0.08243208002703631
65,0.21301815560371062
66,0.052997830168753764
67,0.08267619691479407
68,0.054988626078544885
69,0.0076391496299371585
70,0.05073124871361307
71,0.0683461152055476
72,0.030638654029485218
73,0.04621936547196098
74,0.09488001262776197
75,0.04151929495095027
76,0.027795705345381803
77,0.9453115404570557
78,0.08730086270058103
79,0.9042910471870952
80,0.058666598184274374
81,0.028295077792168874
82,0.05179641402984362
83,0.04623255364721319
84,0.045301945377208316
85,0.02502649045659736
86,0.13851467561539876
87,0.08543181019668764
88,0.06409636357053225
89,0.07174313373254379
90,0.06783522100684163
91,0.04426422097665698
92,0.06496571771605207
93,0.12476789197704233
94,0.049818293122356486
95,0.04091204473163838
96,0.033861802816017555
97,0.05140117064563753
98,0.104781394594055
99,0.05339552406969158
100,0.03404728143305741
101,0.1335888468893723
102,0.022962473477822282
103,0.04155463682853657
104,0.05076872109413933
105,0.058081492211570315
106,0.10505102820384113
107,0.15632722204380828
108,0.0446540699438924
109,0.054693607804920504
110,0.054768732563111454
111,0.058022810478044196
112,0.06274029385956525
113,0.06768572685821399
114,0.04930461402134612
115,0.05019153788791953
116,0.05404970994522737
117,0.08404211806469304
118,0.04806624796480117
119,0.06805260946586034
120,0.06471388272308563
121,0.04667154875328124
122,0.05503961671050596
123,0.03806284796449083
124,0.010148237829001195
125,0.08777526380274643
126,0.014057209724728932
127,0.03152980102388903
128,0.07814433560244606
129,0.04697315406356828
130,0.08948006268682845
131,0.1179976801830173
132,0.08309562703037966
133,0.05847603256593494
134,0.08597585824036388
135,0.06863703155328622
136,0.08067583174816001
137,0.023490488807602863
138,0.05071108430804041
139,0.1253897122139957
140,0.09923235633482305
141,0.2881759478618686
142,0.0814621579518158
143,0.09387741610923266
144,0.09408209018110242
145,0.03518487306296069
146,0.03208564252058005
147,0.07439604843655721
148,0.04404542026825192
149,0.08168982334739415
150,0.09382727129529418
151,0.08206437990914162
152,0.09146044569437538
153,0.07869427651469976
154,0.0791914211995751
155,0.0891794730803239
156,0.0409643174656268
157,0.15763184665367308
158,0.0577909951575113
159,0.048701899971100616
160,0.08463011454150249
161,0.05423185728561581
162,0.04409660269506007
163,0.08222301993884075
164,0.3612584263220721
165,0.04682787085881252
166,0.059180521042981306
167,0.07089864212499436
168,0.03523427757240116
169,0.06939216484781494
170,0.03924101620958765
171,0.026500122901362225
172,0.0726224560336444
173,0.03921791633617751
174,0.09779999358542422
175,0.049435278088643564
176,0.04925663442020806
177,0.04198347845650688
178,0.08719601284451478
179,0.09913934630249287
180,0.0669634445928631
181,0.12564822840140583
182,0.05862397017279214
183,0.17291620868941035
184,0.03761936358111319
185,0.10445227120132419
186,0.028431211429988897
187,0.07790013099643205
188,0.02639930240102109
189,0.09634033367835347
190,0.0996748228628223
191,0.0915743288289675
192,0.051627875611750945
193,0.08810592473997217
194,0.06516009737146757
195,0.028320343746263747
196,0.08759651078945097
197,0.04796403461345216
198,0.03937173223697764
199,0.05496438615124926
200,0.03746337719583447
201,0.08852676903047407
202,0.0749074317204327
203,0.07505363741713429
204,0.10960697067731276
205,0.0636084752701376
206,0.009764582429857858
207,0.07406814595780963
208,0.07785386969114132
209,0.08197608507624898
210,0.0548457737364626
211,0.08452338753132546
212,0.04326734069063303
213,0.06403500649205893
214,0.042250657109680456
215,0.15147256770903272
216,0.029579156401751332
217,0.10446492277428225
218,0.11345299184266469
219,0.06675642038996378
220,0.0862206775013517
221,0.03749954479166185
222,0.1148145427642528
223,0.0876458828247323
224,0.07852240630700454
225,0.1080117920716323
226,0.08725076552995552
227,0.04262160594742062
228,0.0602774543715248
229,0.09894811373674403
230,0.1309911957077756
231,0.10333273018247058
232,0.04366390895573687
233,0.025557375748683435
234,0.06376006629429612
235,0.0978601300049679
236,0.034281472018718236
237,0.9598170631794322
238,0.056038796756518724
239,0.02441342002190437
240,0.04090709395530915
241,0.049485298961081704
242,0.06763114990798247
243,0.9879345212625071
244,0.053835990011978654
245,0.06051321528311084
246,0.03155789966624868
247,0.10870854444406315
248,0.06871998520430594
249,0.04334395690965005
250,0.13549006490454224
251,0.05640484576377439
252,0.05104788206401414
253,0.058565438169568794
254,0.0568823451805464
255,0.08958362279130835
256,0.10605082908148776
257,0.03778588615286996
258,0.018022279176606704
259,0.06308399852396994
260,0.08113383441638619
261,0.020967919807958035
262,0.08453633709671218
263,0.09337805576659607
264,0.06967862400085305
265,0.07141699515268332
266,0.04367559796530481
267,0.04256551650127544
268,0.11107218072669313
269,0.059733039693661526
270,0.06899681669052936
271,0.060096530335029354
272,0.10646947445491958
273,0.05889359189306635
274,0.06996361729351058
275,0.06862840449044867
276,0.08573219162718505
277,0.03785428967192368
278,0.10064567727991498
279,0.11786322039441509
280,0.042747587018695125
281,0.04400623690588731
282,0.1902836808851747
283,0.029974138979231874
284,0.09760138739527162
285,0.06116166184498333
286,0.07859838176150853
287,0.04311964860213432
288,0.04997903649147437
289,0.044712551209202755
290,0.07312594176772177
291,0.03507831927269305
292,0.17628157848047932
293,0.08758142735360554
294,0.12651922635916957
295,0.03775636733955745
296,0.09801383377015406
297,0.05407855810460519
298,0.07335737353037665
299,0.09993753314722487
300,0.04852319324376169
